month,day-of-month,day-of-week,hour,load-h-minus-1,load-h-minus-2,load-h-minus-3,load-h-minus-4,load-h-minus-5,load-h-minus-6,load-h-minus-7,load-h-minus-8,load-h-minus-9,load-h-minus-10,load-h-minus-11,load-h-minus-12,load-h-minus-13,load-h-minus-14,load-h-minus-15,load-h-minus-16,load-h-minus-17,load-h-minus-18,load-h-minus-19,load-h-minus-20,load-h-minus-21,load-h-minus-22,load-h-minus-23,load-h-minus-24,load-d-minus-2,load-d-minus-3,load-d-minus-4,load-d-minus-5,load-d-minus-6,load-d-minus-7,load-d-minus-14,load-d-minus-21,load-d-minus-28,load-d-minus-35,min_load-h3,max_load-h3,min_load-h6,max_load-h6,min_load-h12,max_load-h12,min_load-h14,max_load-h14,washer_h1,washer_h3,washer_h6,washer_h12,washer_h24,dish_h1,dish_h3,dish_h6,dish_h12,dish_h24,hot_h1,hot_h3,hot_h6,hot_h12,hot_h24,dryer_h1,dryer_h3,dryer_h6,dryer_h12,dryer_h24,heat_h1,heat_h3,heat_h6,heat_h12,heat_h24
9,29,5,0,213195.0,122765.0,245854.0,177646.0,90307.0,88069.0,194988.0,117545.0,371202.0,92325.0,67978.0,90543.0,68864.0,82367.0,66638.0,64248.0,138608.0,77201.0,59338.0,62549.0,58353.0,59502.0,64713.0,65275.0,64511.0,155315.0,60295.0,62852.0,60643.0,63348.0,81319.0,62860.0,63676.0,72656.0,122765.0,245854.0,88069.0,245854.0,67978.0,371202.0,67978.0,371202.0,0.0,0.0,0.0,8.0,13.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,15.0,33.0,0.0,1.0,1.0,2.0,2.0
9,30,6,0,76592.0,128056.0,97579.0,102329.0,91039.0,67447.0,94339.0,159390.0,117894.0,133594.0,105989.0,137865.0,183972.0,141891.0,128501.0,88665.0,80019.0,59988.0,62703.0,63630.0,58154.0,62721.0,61396.0,72909.0,65275.0,64511.0,155315.0,60295.0,62852.0,60643.0,67634.0,64894.0,96276.0,67024.0,76592.0,128056.0,67447.0,128056.0,67447.0,159390.0,67447.0,183972.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,23.0,40.0,0.0,1.0,2.0,3.0,3.0
10,1,0,0,92363.0,169045.0,130064.0,99255.0,76234.0,92437.0,269612.0,169892.0,249147.0,439414.0,325572.0,83324.0,96295.0,108397.0,93380.0,76359.0,150512.0,64537.0,57927.0,63686.0,58705.0,60350.0,64993.0,59879.0,72909.0,65275.0,64511.0,155315.0,60295.0,62852.0,61058.0,81636.0,62837.0,62673.0,92363.0,169045.0,76234.0,169045.0,76234.0,439414.0,76234.0,439414.0,0.0,0.0,0.0,14.0,14.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,11.0,27.0,46.0,0.0,1.0,1.0,2.0,2.0
10,2,1,0,93490.0,165151.0,208674.0,146987.0,127017.0,124350.0,123961.0,131525.0,114249.0,85286.0,58056.0,65648.0,65607.0,67341.0,63588.0,177571.0,113552.0,62839.0,57456.0,74354.0,60925.0,57952.0,62820.0,60466.0,59879.0,72909.0,65275.0,64511.0,155315.0,60295.0,63345.0,63683.0,65057.0,65104.0,93490.0,208674.0,93490.0,208674.0,58056.0,208674.0,58056.0,208674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,16.0,29.0,49.0,0.0,0.0,0.0,0.0,0.0
10,3,2,0,175422.0,256834.0,137904.0,126085.0,135089.0,211374.0,122366.0,55918.0,60865.0,57660.0,60806.0,61587.0,58267.0,61152.0,58547.0,70146.0,156788.0,59973.0,61029.0,60547.0,62980.0,59922.0,70890.0,81635.0,60466.0,59879.0,72909.0,65275.0,64511.0,155315.0,63093.0,89071.0,68347.0,63915.0,137904.0,256834.0,126085.0,256834.0,55918.0,256834.0,55918.0,256834.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,12.0,22.0,44.0,0.0,1.0,2.0,2.0,3.0
10,4,3,0,61942.0,167043.0,125815.0,92708.0,80929.0,89973.0,114150.0,60640.0,60529.0,115447.0,60987.0,68718.0,58862.0,60160.0,56853.0,120720.0,187029.0,129733.0,119490.0,56858.0,107399.0,68962.0,85833.0,59869.0,81635.0,60466.0,59879.0,72909.0,65275.0,64511.0,61570.0,69564.0,62098.0,67816.0,61942.0,167043.0,61942.0,167043.0,60529.0,167043.0,58862.0,167043.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,21.0,44.0,0.0,1.0,1.0,1.0,1.0
10,5,4,0,114191.0,95828.0,129457.0,144601.0,219254.0,132779.0,255058.0,116608.0,64885.0,61714.0,68406.0,63571.0,66344.0,62404.0,66661.0,151952.0,173347.0,132013.0,147560.0,56828.0,59062.0,59979.0,58109.0,58275.0,59869.0,81635.0,60466.0,59879.0,72909.0,65275.0,64080.0,63974.0,75492.0,81684.0,95828.0,129457.0,95828.0,219254.0,61714.0,255058.0,61714.0,255058.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,20.0,41.0,0.0,1.0,2.0,2.0,2.0
10,6,5,0,78335.0,135733.0,125990.0,113239.0,151619.0,101729.0,66369.0,59644.0,94503.0,89398.0,64064.0,68592.0,62622.0,65150.0,67061.0,60544.0,122901.0,142195.0,56515.0,62688.0,59214.0,76114.0,57211.0,66134.0,58275.0,59869.0,81635.0,60466.0,59879.0,72909.0,63348.0,81319.0,62860.0,63676.0,78335.0,135733.0,78335.0,151619.0,59644.0,151619.0,59644.0,151619.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,22.0,43.0,0.0,1.0,3.0,5.0,5.0
10,7,6,0,306570.0,125093.0,113114.0,103884.0,108719.0,108235.0,485739.0,59444.0,62043.0,65857.0,54838.0,58163.0,66259.0,60829.0,80354.0,71148.0,88407.0,61071.0,57626.0,64326.0,57227.0,61131.0,60879.0,64177.0,66134.0,58275.0,59869.0,81635.0,60466.0,59879.0,60643.0,67634.0,64894.0,96276.0,113114.0,306570.0,103884.0,306570.0,54838.0,485739.0,54838.0,485739.0,0.0,2.0,7.0,7.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,13.0,22.0,43.0,0.0,0.0,1.0,2.0,2.0
10,8,0,0,67366.0,130763.0,154540.0,178371.0,124034.0,95798.0,115651.0,93789.0,100689.0,94400.0,128254.0,138112.0,129223.0,113065.0,82506.0,88274.0,58714.0,58601.0,59985.0,57734.0,63367.0,56931.0,71884.0,258521.0,64177.0,66134.0,58275.0,59869.0,81635.0,60466.0,62852.0,61058.0,81636.0,62837.0,67366.0,154540.0,67366.0,178371.0,67366.0,178371.0,67366.0,178371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,18.0,36.0,0.0,0.0,1.0,1.0,1.0
10,9,1,0,269537.0,188087.0,134385.0,153242.0,191758.0,202475.0,306798.0,228044.0,308553.0,131851.0,86639.0,120356.0,143860.0,70110.0,90120.0,79847.0,56303.0,63195.0,57570.0,65550.0,78136.0,61763.0,64609.0,63087.0,258521.0,64177.0,66134.0,58275.0,59869.0,81635.0,60295.0,63345.0,63683.0,65057.0,134385.0,269537.0,134385.0,269537.0,86639.0,308553.0,70110.0,308553.0,0.0,0.0,8.0,8.0,8.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,12.0,26.0,44.0,0.0,2.0,3.0,4.0,4.0
10,10,2,0,91766.0,165754.0,129520.0,123471.0,132062.0,63960.0,93037.0,74809.0,56040.0,63001.0,63795.0,67350.0,62240.0,61268.0,59854.0,68914.0,124427.0,59766.0,61477.0,60020.0,63239.0,67221.0,73749.0,64466.0,63087.0,258521.0,64177.0,66134.0,58275.0,59869.0,155315.0,63093.0,89071.0,68347.0,91766.0,165754.0,63960.0,165754.0,56040.0,165754.0,56040.0,165754.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,20.0,43.0,0.0,1.0,1.0,1.0,1.0
10,11,3,0,171268.0,174682.0,212180.0,151138.0,172648.0,371743.0,179359.0,100018.0,102097.0,103993.0,120669.0,54878.0,124390.0,125501.0,82877.0,118798.0,200063.0,88857.0,59753.0,57178.0,61625.0,58351.0,62149.0,57978.0,64466.0,63087.0,258521.0,64177.0,66134.0,58275.0,64511.0,61570.0,69564.0,62098.0,171268.0,212180.0,151138.0,371743.0,54878.0,371743.0,54878.0,371743.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,22.0,41.0,0.0,1.0,1.0,2.0,2.0
10,12,4,0,83066.0,167506.0,117814.0,104582.0,140687.0,217637.0,211914.0,139875.0,106061.0,77066.0,78543.0,91286.0,79205.0,117594.0,59149.0,70189.0,143077.0,63283.0,125235.0,60565.0,125259.0,81725.0,101091.0,134690.0,57978.0,64466.0,63087.0,258521.0,64177.0,66134.0,65275.0,64080.0,63974.0,75492.0,83066.0,167506.0,83066.0,217637.0,77066.0,217637.0,77066.0,217637.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,23.0,46.0,0.0,1.0,2.0,2.0,2.0
10,13,5,0,68019.0,112830.0,85505.0,82318.0,78997.0,131521.0,146931.0,192595.0,76246.0,92170.0,95881.0,74443.0,131300.0,89593.0,94704.0,135061.0,155340.0,73573.0,138119.0,57667.0,143407.0,60990.0,76394.0,111795.0,134690.0,57978.0,64466.0,63087.0,258521.0,64177.0,72909.0,63348.0,81319.0,62860.0,68019.0,112830.0,68019.0,131521.0,68019.0,192595.0,68019.0,192595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,9.0,23.0,45.0,0.0,0.0,0.0,1.0,1.0
10,14,6,0,116248.0,202824.0,135064.0,113091.0,190646.0,223823.0,278651.0,175227.0,313234.0,207285.0,129631.0,94222.0,154252.0,74505.0,91866.0,172728.0,59496.0,132204.0,60063.0,79280.0,130559.0,56996.0,136892.0,99834.0,111795.0,134690.0,57978.0,64466.0,63087.0,258521.0,59879.0,60643.0,67634.0,64894.0,116248.0,202824.0,113091.0,223823.0,94222.0,313234.0,74505.0,313234.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,23.0,44.0,0.0,1.0,2.0,3.0,3.0
10,15,0,0,87032.0,188996.0,119955.0,92897.0,100920.0,92905.0,118469.0,169046.0,475831.0,133649.0,119997.0,86609.0,92871.0,110759.0,92226.0,197108.0,65784.0,75461.0,60567.0,60243.0,63382.0,60285.0,62135.0,61060.0,99834.0,111795.0,134690.0,57978.0,64466.0,63087.0,60466.0,62852.0,61058.0,81636.0,87032.0,188996.0,87032.0,188996.0,86609.0,475831.0,86609.0,475831.0,0.0,0.0,0.0,9.0,9.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,13.0,25.0,47.0,0.0,1.0,1.0,2.0,2.0
10,16,1,0,126459.0,164154.0,138859.0,145401.0,206175.0,300741.0,312666.0,168706.0,114477.0,67046.0,68444.0,86863.0,68293.0,69351.0,63812.0,74359.0,268762.0,63051.0,55676.0,127788.0,61451.0,56767.0,61236.0,59988.0,61060.0,99834.0,111795.0,134690.0,57978.0,64466.0,81635.0,60295.0,63345.0,63683.0,126459.0,164154.0,126459.0,300741.0,67046.0,312666.0,67046.0,312666.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,12.0,23.0,44.0,0.0,1.0,2.0,3.0,3.0
10,17,2,0,81564.0,281345.0,143705.0,106822.0,147758.0,155413.0,141573.0,96514.0,63126.0,58091.0,78559.0,202004.0,141777.0,144907.0,92715.0,160034.0,140810.0,105244.0,95117.0,77666.0,115573.0,64885.0,59355.0,61772.0,59988.0,61060.0,99834.0,111795.0,134690.0,57978.0,59869.0,155315.0,63093.0,89071.0,81564.0,281345.0,81564.0,281345.0,58091.0,281345.0,58091.0,281345.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,22.0,42.0,0.0,1.0,2.0,2.0,3.0
10,18,3,0,118629.0,140817.0,182386.0,125119.0,124461.0,122642.0,129776.0,102847.0,66541.0,75885.0,171866.0,94662.0,116125.0,144827.0,138469.0,141128.0,167817.0,169118.0,59756.0,150723.0,66695.0,70405.0,59901.0,58665.0,61772.0,59988.0,61060.0,99834.0,111795.0,134690.0,58275.0,64511.0,61570.0,69564.0,118629.0,182386.0,118629.0,182386.0,66541.0,182386.0,66541.0,182386.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,24.0,46.0,0.0,1.0,1.0,1.0,2.0
10,19,4,0,143206.0,504781.0,133746.0,146251.0,147494.0,175249.0,113298.0,157763.0,120411.0,75114.0,77268.0,90157.0,115893.0,95455.0,102310.0,161784.0,131558.0,129637.0,62970.0,133336.0,85625.0,109366.0,131663.0,64395.0,58665.0,61772.0,59988.0,61060.0,99834.0,111795.0,66134.0,65275.0,64080.0,63974.0,133746.0,504781.0,133746.0,504781.0,75114.0,504781.0,75114.0,504781.0,0.0,2.0,9.0,9.0,9.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,23.0,45.0,0.0,1.0,1.0,1.0,1.0
10,20,5,0,132831.0,154858.0,107622.0,167321.0,188691.0,149916.0,134055.0,133244.0,108010.0,85744.0,106050.0,156251.0,103144.0,84063.0,63652.0,72517.0,169147.0,61846.0,77730.0,113160.0,71051.0,121329.0,80653.0,112158.0,64395.0,58665.0,61772.0,59988.0,61060.0,99834.0,64177.0,72909.0,63348.0,81319.0,107622.0,154858.0,107622.0,188691.0,85744.0,188691.0,84063.0,188691.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,23.0,45.0,0.0,1.0,1.0,4.0,4.0
10,21,6,0,215665.0,143365.0,430487.0,102051.0,137019.0,190962.0,370667.0,635408.0,171471.0,106834.0,105705.0,250638.0,227624.0,120702.0,120198.0,147546.0,123360.0,108141.0,121626.0,138509.0,142735.0,131968.0,131593.0,57723.0,112158.0,64395.0,58665.0,61772.0,59988.0,61060.0,258521.0,59879.0,60643.0,67634.0,143365.0,430487.0,102051.0,430487.0,102051.0,635408.0,102051.0,635408.0,0.0,0.0,0.0,6.0,15.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,21.0,42.0,1.0,2.0,3.0,5.0,5.0
10,22,0,0,152710.0,232627.0,216640.0,138804.0,221819.0,165842.0,427492.0,62543.0,160016.0,117811.0,186161.0,144996.0,159641.0,141373.0,159033.0,156020.0,143242.0,141250.0,135414.0,136014.0,146461.0,128955.0,61743.0,148636.0,57723.0,112158.0,64395.0,58665.0,61772.0,59988.0,63087.0,60466.0,62852.0,61058.0,152710.0,232627.0,138804.0,232627.0,62543.0,427492.0,62543.0,427492.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,13.0,25.0,46.0,0.0,1.0,2.0,2.0,3.0
10,23,1,0,65981.0,255264.0,192742.0,262792.0,179229.0,198996.0,172061.0,179485.0,71685.0,108777.0,111569.0,118614.0,152826.0,74490.0,144362.0,174194.0,202536.0,167394.0,166581.0,142596.0,141080.0,133396.0,147350.0,150025.0,148636.0,57723.0,112158.0,64395.0,58665.0,61772.0,64466.0,81635.0,60295.0,63345.0,65981.0,255264.0,65981.0,262792.0,65981.0,262792.0,65981.0,262792.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,12.0,24.0,48.0,0.0,1.0,3.0,4.0,4.0
10,24,2,0,58618.0,192347.0,168536.0,277164.0,265333.0,334325.0,135124.0,125525.0,147760.0,143676.0,146508.0,170009.0,208111.0,154194.0,68128.0,208023.0,158822.0,139435.0,87710.0,123050.0,126629.0,135472.0,131221.0,62944.0,150025.0,148636.0,57723.0,112158.0,64395.0,58665.0,57978.0,59869.0,155315.0,63093.0,58618.0,192347.0,58618.0,334325.0,58618.0,334325.0,58618.0,334325.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,23.0,45.0,0.0,1.0,2.0,3.0,3.0
10,25,3,0,153132.0,198757.0,161378.0,150067.0,204972.0,131437.0,178761.0,178541.0,238377.0,78416.0,143185.0,376814.0,186710.0,249821.0,178675.0,89901.0,174906.0,169650.0,138027.0,143023.0,99605.0,116104.0,119210.0,139095.0,62944.0,150025.0,148636.0,57723.0,112158.0,64395.0,134690.0,58275.0,64511.0,61570.0,153132.0,198757.0,131437.0,204972.0,78416.0,376814.0,78416.0,376814.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,24.0,47.0,0.0,0.0,3.0,7.0,11.0
10,26,4,0,128071.0,158385.0,146854.0,135020.0,136050.0,119838.0,156238.0,89737.0,66911.0,72344.0,66060.0,55879.0,59969.0,132892.0,143465.0,81223.0,188283.0,173607.0,186815.0,154168.0,145472.0,116047.0,114749.0,119382.0,139095.0,62944.0,150025.0,148636.0,57723.0,112158.0,111795.0,66134.0,65275.0,64080.0,128071.0,158385.0,119838.0,158385.0,55879.0,158385.0,55879.0,158385.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,11.0,24.0,43.0,0.0,1.0,1.0,2.0,3.0
10,27,5,0,105458.0,162115.0,150460.0,190987.0,217471.0,192005.0,146262.0,187292.0,138922.0,129803.0,86176.0,156724.0,205270.0,153759.0,129504.0,104904.0,214577.0,144121.0,102011.0,114986.0,150588.0,141110.0,136299.0,127766.0,119382.0,139095.0,62944.0,150025.0,148636.0,57723.0,99834.0,64177.0,72909.0,63348.0,105458.0,162115.0,105458.0,217471.0,86176.0,217471.0,86176.0,217471.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,22.0,44.0,0.0,1.0,2.0,2.0,2.0
10,28,6,0,119201.0,163402.0,154831.0,105436.0,118178.0,121562.0,176547.0,252956.0,152829.0,164532.0,154956.0,345172.0,254906.0,114320.0,135708.0,115561.0,128720.0,112255.0,135111.0,142954.0,123005.0,79092.0,128596.0,137267.0,127766.0,119382.0,139095.0,62944.0,150025.0,148636.0,61060.0,258521.0,59879.0,60643.0,119201.0,163402.0,105436.0,163402.0,105436.0,345172.0,105436.0,345172.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,12.0,22.0,43.0,0.0,0.0,1.0,3.0,3.0
10,29,0,0,66742.0,141628.0,133653.0,154528.0,410284.0,202784.0,364628.0,152802.0,85964.0,108005.0,133918.0,91264.0,88272.0,110481.0,70635.0,148829.0,134049.0,54457.0,133948.0,136802.0,76404.0,120057.0,146942.0,69904.0,137267.0,127766.0,119382.0,139095.0,62944.0,150025.0,59988.0,63087.0,60466.0,62852.0,66742.0,141628.0,66742.0,410284.0,66742.0,410284.0,66742.0,410284.0,0.0,0.0,0.0,16.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,22.0,41.0,0.0,1.0,2.0,2.0,3.0
10,30,1,0,64849.0,234055.0,460992.0,138976.0,289775.0,129141.0,112488.0,128774.0,74009.0,296413.0,211999.0,113594.0,87750.0,158320.0,75729.0,121825.0,180456.0,135760.0,64585.0,137644.0,58984.0,138011.0,59602.0,134898.0,69904.0,137267.0,127766.0,119382.0,139095.0,62944.0,61772.0,64466.0,81635.0,60295.0,64849.0,460992.0,64849.0,460992.0,64849.0,460992.0,64849.0,460992.0,0.0,0.0,12.0,26.0,30.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,13.0,27.0,50.0,0.0,1.0,2.0,2.0,2.0
10,31,2,0,330239.0,287247.0,138267.0,112579.0,172582.0,96415.0,148694.0,59347.0,114677.0,62387.0,69307.0,69246.0,114539.0,60292.0,113398.0,96412.0,186659.0,74895.0,124001.0,55565.0,116747.0,56929.0,118245.0,116209.0,134898.0,69904.0,137267.0,127766.0,119382.0,139095.0,58665.0,57978.0,59869.0,155315.0,138267.0,330239.0,96415.0,330239.0,59347.0,330239.0,59347.0,330239.0,0.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,21.0,42.0,0.0,1.0,1.0,1.0,1.0
11,1,3,0,133722.0,154371.0,172841.0,269727.0,243767.0,379657.0,256505.0,179882.0,83667.0,76179.0,51759.0,61772.0,144954.0,204765.0,188038.0,57492.0,156385.0,54540.0,57671.0,64133.0,66789.0,88107.0,90803.0,107348.0,116209.0,134898.0,69904.0,137267.0,127766.0,119382.0,64395.0,134690.0,58275.0,64511.0,133722.0,172841.0,133722.0,379657.0,51759.0,379657.0,51759.0,379657.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,21.0,42.0,0.0,1.0,3.0,3.0,4.0
11,2,4,0,135808.0,128597.0,103031.0,142733.0,125928.0,111362.0,110618.0,62333.0,76547.0,121944.0,136070.0,59594.0,54486.0,67849.0,217885.0,56911.0,91127.0,105620.0,163204.0,62597.0,55573.0,199967.0,59983.0,63904.0,107348.0,116209.0,134898.0,69904.0,137267.0,127766.0,112158.0,111795.0,66134.0,65275.0,103031.0,135808.0,103031.0,142733.0,59594.0,142733.0,54486.0,142733.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,23.0,44.0,0.0,1.0,1.0,1.0,1.0
11,3,5,0,93775.0,140130.0,94717.0,133378.0,238134.0,215377.0,339735.0,128329.0,82896.0,67414.0,72238.0,62559.0,141569.0,73807.0,60511.0,179919.0,142160.0,57097.0,55062.0,193684.0,76850.0,55098.0,60728.0,194365.0,63904.0,107348.0,116209.0,134898.0,69904.0,137267.0,57723.0,99834.0,64177.0,72909.0,93775.0,140130.0,93775.0,238134.0,62559.0,339735.0,62559.0,339735.0,0.0,0.0,0.0,12.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,25.0,47.0,0.0,1.0,1.0,1.0,1.0
11,4,6,0,112772.0,110734.0,98173.0,122794.0,115225.0,156316.0,230438.0,181871.0,154917.0,167649.0,287230.0,268758.0,334886.0,131265.0,233382.0,54904.0,63818.0,68992.0,202861.0,60912.0,56420.0,84833.0,206985.0,59237.0,194365.0,63904.0,107348.0,116209.0,134898.0,69904.0,148636.0,61060.0,258521.0,59879.0,98173.0,112772.0,98173.0,156316.0,98173.0,287230.0,98173.0,334886.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,15.0,28.0,50.0,0.0,1.0,1.0,3.0,3.0
11,5,0,0,58998.0,152564.0,180979.0,140235.0,131007.0,116508.0,86559.0,139545.0,131674.0,60893.0,104621.0,176412.0,189048.0,78706.0,104792.0,248553.0,276270.0,55219.0,61026.0,56676.0,57188.0,59402.0,114200.0,84627.0,59237.0,194365.0,63904.0,107348.0,116209.0,134898.0,150025.0,59988.0,63087.0,60466.0,58998.0,180979.0,58998.0,180979.0,58998.0,180979.0,58998.0,189048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,13.0,27.0,52.0,0.0,0.0,1.0,1.0,1.0
11,6,1,0,82176.0,161821.0,178314.0,159885.0,183040.0,157310.0,132748.0,163538.0,148499.0,75070.0,64376.0,68363.0,77148.0,106181.0,203806.0,59654.0,403477.0,58359.0,60638.0,71191.0,56968.0,56237.0,61225.0,57868.0,84627.0,59237.0,194365.0,63904.0,107348.0,116209.0,62944.0,61772.0,64466.0,81635.0,82176.0,178314.0,82176.0,183040.0,64376.0,183040.0,64376.0,183040.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,24.0,46.0,0.0,1.0,4.0,5.0,5.0
11,7,2,0,117438.0,232016.0,213335.0,279518.0,236033.0,132986.0,118679.0,211523.0,133285.0,213013.0,103677.0,118759.0,173958.0,72649.0,255467.0,99162.0,279390.0,151817.0,60818.0,57252.0,63041.0,59300.0,72031.0,65251.0,57868.0,84627.0,59237.0,194365.0,63904.0,107348.0,139095.0,58665.0,57978.0,59869.0,117438.0,232016.0,117438.0,279518.0,103677.0,279518.0,72649.0,279518.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,11.0,22.0,45.0,0.0,1.0,1.0,1.0,1.0
11,8,3,0,132858.0,187532.0,231220.0,160416.0,227312.0,267873.0,148783.0,227760.0,59456.0,63079.0,61490.0,60572.0,180692.0,198907.0,94390.0,145016.0,336891.0,133236.0,57564.0,220841.0,60844.0,56533.0,60765.0,57998.0,65251.0,57868.0,84627.0,59237.0,194365.0,63904.0,119382.0,64395.0,134690.0,58275.0,132858.0,231220.0,132858.0,267873.0,59456.0,267873.0,59456.0,267873.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,19.0,40.0,0.0,2.0,3.0,3.0,6.0
11,9,4,0,56814.0,216658.0,183363.0,224762.0,210636.0,188476.0,146315.0,509520.0,76487.0,55802.0,71552.0,80548.0,69391.0,204174.0,135896.0,123251.0,401945.0,106357.0,194800.0,70106.0,212125.0,60110.0,59216.0,57268.0,57998.0,65251.0,57868.0,84627.0,59237.0,194365.0,127766.0,112158.0,111795.0,66134.0,56814.0,216658.0,56814.0,224762.0,55802.0,509520.0,55802.0,509520.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,10.0,18.0,37.0,0.0,0.0,1.0,1.0,1.0
