Date/Time,Year,Month,Day,Time,Data Quality,Temp (C),Temp Flag,Dew Point Temp (C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2012-07-10 09:00,2012,7,10,09:00,,17.1,,9.6,,61,,14,,19,,24.1,,102.18,,,,,,Clear
2012-07-10 10:00,2012,7,10,10:00,,18,,10.1,,60,,15,,19,,24.1,,102.17,,,,,,Mainly Clear
2012-07-10 11:00,2012,7,10,11:00,,19.2,,9.8,,54,,15,,15,,24.1,,102.15,,,,,,Mainly Clear
2012-07-10 12:00,2012,7,10,12:00,,20.5,,10.5,,53,,23,,20,,24.1,,102.11,,,,,,Mainly Clear
2012-07-10 13:00,2012,7,10,13:00,,19.1,,11.8,,63,,23,,15,,24.1,,102.06,,,,,,Clear
2012-07-10 14:00,2012,7,10,14:00,,20.7,,13.4,,63,,25,,15,,24.1,,101.99,,,,,,Clear
2012-07-10 15:00,2012,7,10,15:00,,21.8,,12.9,,57,,22,,19,,24.1,,101.94,,25,,,,Mainly Clear
2012-07-10 16:00,2012,7,10,16:00,,22.8,,12.9,,54,,23,,17,,24.1,,101.86,,26,,,,Clear
2012-07-10 17:00,2012,7,10,17:00,,22.5,,11.8,,51,,22,,15,,24.1,,101.78,,25,,,,Clear
2012-07-10 18:00,2012,7,10,18:00,,22.2,,10.3,,47,,23,,7,,24.1,,101.74,,,,,,Clear
2012-07-10 19:00,2012,7,10,19:00,,21.8,,11.3,,51,,16,,6,,24.1,,101.72,,,,,,Mainly Clear
2012-07-10 20:00,2012,7,10,20:00,,19,,11.7,,63,,11,,13,,24.1,,101.72,,,,,,Mainly Clear
2012-07-10 21:00,2012,7,10,21:00,,16.6,,10.5,,67,,10,,15,,24.1,,101.75,,,,,,Mainly Clear
2012-07-10 22:00,2012,7,10,22:00,,16.6,,10.8,,69,,11,,17,,24.1,,101.76,,,,,,Mainly Clear
2012-07-10 23:00,2012,7,10,23:00,,15.4,,10.2,,71,,9,,11,,24.1,,101.76,,,,,,Mainly Clear
2012-07-11 00:00,2012,7,11,00:00,,15.3,,10.4,,73,,11,,7,,24.1,,101.77,,,,,,Clear
2012-07-11 01:00,2012,7,11,01:00,,15.3,,10.3,,72,,14,,9,,24.1,,101.78,,,,,,Clear
2012-07-11 02:00,2012,7,11,02:00,,13.9,,9.7,,76,,10,,7,,24.1,,101.8,,,,,,Clear
2012-07-11 03:00,2012,7,11,03:00,,14,,9.8,,76,,17,,4,,24.1,,101.81,,,,,,Clear
2012-07-11 04:00,2012,7,11,04:00,,14.3,,9.9,,75,,12,,6,,24.1,,101.79,,,,,,Clear
2012-07-11 05:00,2012,7,11,05:00,,13.8,,9.9,,77,,13,,11,,24.1,,101.81,,,,,,Mainly Clear
2012-07-11 06:00,2012,7,11,06:00,,14.2,,10,,76,,10,,7,,19.3,,101.82,,,,,,Mainly Clear
2012-07-11 07:00,2012,7,11,07:00,,15.1,,10.9,,76,,15,,7,,24.1,,101.83,,,,,,Mainly Clear
2012-07-11 08:00,2012,7,11,08:00,,16.6,,11,,69,,16,,9,,24.1,,101.85,,,,,,Mainly Clear
2012-07-11 09:00,2012,7,11,09:00,,18.6,,12,,65,,20,,6,,24.1,,101.84,,,,,,Mainly Clear
2012-07-11 10:00,2012,7,11,10:00,,19.4,,13,,66,,23,,15,,32.2,,101.81,,,,,,Mainly Clear
2012-07-11 11:00,2012,7,11,11:00,,19.9,,12.8,,64,,22,,11,,32.2,,101.79,,,,,,Clear
2012-07-11 12:00,2012,7,11,12:00,,21.1,,12.9,,59,,22,,11,,32.2,,101.77,,,,,,Clear
2012-07-11 13:00,2012,7,11,13:00,,21.1,,12.9,,59,,22,,13,,32.2,,101.74,,,,,,Mainly Clear
2012-07-11 14:00,2012,7,11,14:00,,21.6,,13.1,,58,,23,,15,,48.3,,101.7,,,,,,Mainly Clear
2012-07-11 15:00,2012,7,11,15:00,,21.7,,12.9,,57,,23,,11,,48.3,,101.63,,,,,,Mainly Clear
2012-07-11 16:00,2012,7,11,16:00,,21.6,,12.6,,57,,23,,11,,48.3,,101.59,,,,,,Mainly Clear
2012-07-11 17:00,2012,7,11,17:00,,21.8,,13,,57,,24,,6,,48.3,,101.53,,25,,,,Mainly Clear
2012-07-11 18:00,2012,7,11,18:00,,20.9,,13.7,,63,,22,,6,,48.3,,101.49,,,,,,Mostly Cloudy
2012-07-11 19:00,2012,7,11,19:00,,21.1,,13.2,,61,,23,,6,,48.3,,101.46,,,,,,Mainly Clear
2012-07-11 20:00,2012,7,11,20:00,,19.4,,12.6,,65,,,,0,,48.3,,101.43,,,,,,Mainly Clear
2012-07-11 21:00,2012,7,11,21:00,,19.4,,12.5,,64,,36,,4,,48.3,,101.46,,,,,,Mainly Clear
2012-07-11 22:00,2012,7,11,22:00,,18.2,,11.6,,65,,10,,6,,48.3,,101.44,,,,,,Mainly Clear
2012-07-11 23:00,2012,7,11,23:00,,16.2,,10.9,,71,,9,,7,,48.3,,101.41,,,,,,Mainly Clear
2012-07-12 00:00,2012,7,12,00:00,,16.7,,11.1,,70,,,,0,,48.3,,101.42,,,,,,Mainly Clear
2012-07-12 01:00,2012,7,12,01:00,,17.3,,11.2,,67,,13,,7,,48.3,,101.42,,,,,,Clear
2012-07-12 02:00,2012,7,12,02:00,,15.7,,10.8,,73,,11,,11,,48.3,,101.42,,,,,,Clear
2012-07-12 03:00,2012,7,12,03:00,,15.3,,10.8,,75,,10,,6,,48.3,,101.42,,,,,,Mainly Clear
2012-07-12 04:00,2012,7,12,04:00,,14.9,,10.7,,76,,11,,4,,48.3,,101.43,,,,,,Mainly Clear
2012-07-12 05:00,2012,7,12,05:00,,14.5,,10.5,,77,,10,,11,,48.3,,101.44,,,,,,Mainly Clear
2012-07-12 06:00,2012,7,12,06:00,,16.7,,11.7,,72,,10,,6,,48.3,,101.47,,,,,,Mainly Clear
2012-07-12 07:00,2012,7,12,07:00,,17.5,,11.8,,69,,10,,9,,48.3,,101.5,,,,,,Mainly Clear
2012-07-12 08:00,2012,7,12,08:00,,19.8,,13.1,,65,,18,,6,,48.3,,101.5,,,,,,Mostly Cloudy
2012-07-12 09:00,2012,7,12,09:00,,20.2,,13.2,,64,,24,,11,,48.3,,101.5,,,,,,Cloudy
2012-07-12 10:00,2012,7,12,10:00,,20.2,,13.5,,65,,26,,13,,48.3,,101.5,,,,,,Mainly Clear
2012-07-12 11:00,2012,7,12,11:00,,21.3,,14.1,,64,,30,,17,,48.3,,101.49,,25,,,,Mainly Clear
2012-07-12 12:00,2012,7,12,12:00,,21.7,,13.9,,61,,29,,11,,48.3,,101.47,,25,,,,Mainly Clear
2012-07-12 13:00,2012,7,12,13:00,,22.2,,14.7,,62,,27,,11,,48.3,,101.44,,26,,,,Mainly Clear
2012-07-12 14:00,2012,7,12,14:00,,21.2,,14.5,,66,,27,,13,,48.3,,101.41,,25,,,,Mainly Clear
2012-07-12 15:00,2012,7,12,15:00,,21.5,,14.4,,64,,25,,13,,48.3,,101.38,,25,,,,Mainly Clear
2012-07-12 16:00,2012,7,12,16:00,,21.8,,13.6,,60,,24,,11,,48.3,,101.33,,25,,,,Mainly Clear
2012-07-12 17:00,2012,7,12,17:00,,22.8,,14.1,,58,,22,,9,,48.3,,101.28,,26,,,,Clear
2012-07-12 18:00,2012,7,12,18:00,,22.6,,12.8,,54,,22,,13,,48.3,,101.26,,25,,,,Clear
2012-07-12 19:00,2012,7,12,19:00,,22.3,,12.4,,53,,20,,9,,48.3,,101.27,,25,,,,Mainly Clear
2012-07-12 20:00,2012,7,12,20:00,,22.4,,11.8,,51,,15,,7,,48.3,,101.31,,25,,,,Mainly Clear
2012-07-12 21:00,2012,7,12,21:00,,18.7,,12,,65,,10,,17,,48.3,,101.36,,,,,,Mainly Clear
2012-07-12 22:00,2012,7,12,22:00,,18.6,,11.8,,65,,11,,7,,48.3,,101.39,,,,,,Mainly Clear
2012-07-12 23:00,2012,7,12,23:00,,17.6,,11.8,,69,,13,,9,,48.3,,101.41,,,,,,Mainly Clear
2012-07-13 00:00,2012,7,13,00:00,,17.8,,11.6,,67,,,,0,,48.3,,101.4,,,,,,Mainly Clear
2012-07-13 01:00,2012,7,13,01:00,,16.6,,11,,69,,13,,9,,48.3,,101.4,,,,,,Mainly Clear
2012-07-13 02:00,2012,7,13,02:00,,15.6,,10.6,,72,,9,,15,,48.3,,101.39,,,,,,Mainly Clear
2012-07-13 03:00,2012,7,13,03:00,,15.4,,10.8,,74,,,,0,,48.3,,101.46,,,,,,Mainly Clear
2012-07-13 04:00,2012,7,13,04:00,,16.2,,11.1,,72,,15,,7,,48.3,,101.45,,,,,,Thunderstorms
2012-07-13 05:00,2012,7,13,05:00,,16.5,,11.4,,72,,18,,7,,48.3,,101.52,,,,,,Mostly Cloudy
2012-07-13 06:00,2012,7,13,06:00,,17.4,,11.8,,70,,10,,13,,48.3,,101.57,,,,,,Mostly Cloudy
2012-07-13 07:00,2012,7,13,07:00,,18.8,,12.1,,65,,13,,13,,48.3,,101.61,,,,,,Mainly Clear
2012-07-13 08:00,2012,7,13,08:00,,20.2,,12.7,,62,,15,,4,,48.3,,101.64,,,,,,Mainly Clear
2012-07-13 09:00,2012,7,13,09:00,,18.7,,12.5,,67,,29,,11,,48.3,,101.65,,,,,,Mostly Cloudy
2012-07-13 10:00,2012,7,13,10:00,,18.8,,12,,65,,28,,11,,48.3,,101.67,,,,,,Rain Showers
2012-07-13 11:00,2012,7,13,11:00,,19.8,,12.8,,64,,30,,11,,48.3,,101.62,,,,,,Mainly Clear
2012-07-13 12:00,2012,7,13,12:00,,20.6,,12.8,,61,,26,,13,,48.3,,101.58,,,,,,Mainly Clear
2012-07-13 13:00,2012,7,13,13:00,,21,,12.7,,59,,25,,15,,48.3,,101.53,,,,,,Mainly Clear
2012-07-13 14:00,2012,7,13,14:00,,21.8,,13.1,,58,,25,,15,,48.3,,101.47,,25,,,,Mainly Clear
2012-07-13 15:00,2012,7,13,15:00,,21.4,,12.4,,56,,22,,15,,48.3,,101.47,,,,,,Mostly Cloudy
2012-07-13 16:00,2012,7,13,16:00,,21.2,,12.1,,56,,22,,13,,48.3,,101.41,,,,,,Mostly Cloudy
2012-07-13 17:00,2012,7,13,17:00,,22,,12,,53,,20,,13,,48.3,,101.36,,,,,,Mostly Cloudy
2012-07-13 18:00,2012,7,13,18:00,,22.5,,12.5,,53,,20,,9,,48.3,,101.34,,25,,,,Mainly Clear
2012-07-13 19:00,2012,7,13,19:00,,22.4,,12.4,,53,,13,,11,,48.3,,101.37,,25,,,,Mostly Cloudy
2012-07-13 20:00,2012,7,13,20:00,,20.3,,12.7,,62,,16,,13,,48.3,,101.34,,,,,,Mostly Cloudy
2012-07-13 21:00,2012,7,13,21:00,,18.6,,12.5,,68,,10,,15,,48.3,,101.43,,,,,,Mainly Clear
2012-07-13 22:00,2012,7,13,22:00,,18.2,,12.2,,68,,11,,9,,48.3,,101.41,,,,,,Mainly Clear
2012-07-13 23:00,2012,7,13,23:00,,18.2,,12.4,,69,,10,,17,,48.3,,101.44,,,,,,Mainly Clear
2012-07-14 00:00,2012,7,14,00:00,,18.1,,12.6,,70,,14,,6,,48.3,,101.41,,,,,,Mainly Clear
2012-07-14 01:00,2012,7,14,01:00,,17.8,,12.6,,72,,,,0,,48.3,,101.38,,,,,,Mainly Clear
2012-07-14 02:00,2012,7,14,02:00,,17.5,,12.7,,73,,,,0,,48.3,,101.35,,,,,,Mostly Cloudy
2012-07-14 03:00,2012,7,14,03:00,,17.1,,12.3,,73,,10,,7,,48.3,,101.33,,,,,,Mostly Cloudy
2012-07-14 04:00,2012,7,14,04:00,,16.8,,12.1,,74,,12,,9,,48.3,,101.36,,,,,,Mainly Clear
2012-07-14 05:00,2012,7,14,05:00,,17.1,,12.4,,74,,14,,6,,48.3,,101.38,,,,,,Mainly Clear
2012-07-14 06:00,2012,7,14,06:00,,17.3,,12.7,,74,,13,,6,,32.2,,101.43,,,,,,Mostly Cloudy
2012-07-14 07:00,2012,7,14,07:00,,17.1,,12.7,,75,,11,,6,,32.2,,101.44,,,,,,Mainly Clear
2012-07-14 08:00,2012,7,14,08:00,,17.4,,12.8,,74,,10,,7,,32.2,,101.44,,,,,,Mainly Clear
2012-07-14 09:00,2012,7,14,09:00,,20.9,,14.3,,66,,18,,6,,32.2,,101.41,,,,,,Mostly Cloudy
2012-07-14 10:00,2012,7,14,10:00,,22.6,,14.4,,60,,24,,15,,32.2,,101.38,,26,,,,Mostly Cloudy
2012-07-14 11:00,2012,7,14,11:00,,21.9,,14.8,,64,,25,,7,,32.2,,101.37,,26,,,,Mainly Clear
2012-07-14 12:00,2012,7,14,12:00,,22,,14.9,,64,,24,,17,,32.2,,101.35,,26,,,,Mainly Clear
2012-07-14 13:00,2012,7,14,13:00,,22.1,,14.3,,61,,22,,13,,32.2,,101.32,,26,,,,Mainly Clear
2012-07-14 14:00,2012,7,14,14:00,,22.7,,14.6,,60,,24,,15,,32.2,,101.25,,26,,,,Mainly Clear
2012-07-14 15:00,2012,7,14,15:00,,23.9,,14.8,,57,,22,,17,,32.2,,101.23,,28,,,,Mainly Clear
2012-07-14 16:00,2012,7,14,16:00,,24.7,,13.4,,49,,23,,17,,32.2,,101.18,,28,,,,Mainly Clear
2012-07-14 17:00,2012,7,14,17:00,,23.9,,13.4,,52,,21,,11,,32.2,,101.17,,27,,,,Mainly Clear
2012-07-14 18:00,2012,7,14,18:00,,24,,13.7,,53,,19,,15,,32.2,,101.13,,27,,,,Mainly Clear
2012-07-14 19:00,2012,7,14,19:00,,23.2,,14,,56,,14,,17,,32.2,,101.11,,27,,,,Mainly Clear
2012-07-14 20:00,2012,7,14,20:00,,20.9,,13.5,,63,,13,,7,,32.2,,101.09,,,,,,Mainly Clear
2012-07-14 21:00,2012,7,14,21:00,,19.4,,13.1,,67,,11,,19,,32.2,,101.11,,,,,,Mainly Clear
2012-07-14 22:00,2012,7,14,22:00,,18.3,,12.6,,69,,10,,19,,32.2,,101.13,,,,,,Mainly Clear
2012-07-14 23:00,2012,7,14,23:00,,18.4,,12.1,,67,,11,,19,,32.2,,101.11,,,,,,Mainly Clear
2012-07-15 00:00,2012,7,15,00:00,,17.8,,11.8,,68,,11,,20,,32.2,,101.1,,,,,,Mainly Clear
2012-07-15 01:00,2012,7,15,01:00,,16.9,,11.6,,71,,10,,15,,32.2,,101.08,,,,,,Mainly Clear
2012-07-15 02:00,2012,7,15,02:00,,17.4,,12.2,,72,,13,,9,,32.2,,101.06,,,,,,Mostly Cloudy
2012-07-15 03:00,2012,7,15,03:00,,16.5,,11.9,,74,,10,,22,,24.1,,101,,,,,,Mostly Cloudy
2012-07-15 04:00,2012,7,15,04:00,,17,,11.6,,70,,12,,19,,24.1,,100.98,,,,,,Mostly Cloudy
2012-07-15 05:00,2012,7,15,05:00,,16.7,,11.7,,72,,9,,20,,24.1,,100.99,,,,,,Mostly Cloudy
2012-07-15 06:00,2012,7,15,06:00,,17.1,,12.2,,73,,10,,20,,32.2,,101,,,,,,Mostly Cloudy
2012-07-15 07:00,2012,7,15,07:00,,16.5,,11.1,,70,,10,,15,,32.2,,101.06,,,,,,Rain Showers
2012-07-15 08:00,2012,7,15,08:00,,16.3,,10.9,,70,,10,,19,,24.1,,101.12,,,,,,Cloudy
2012-07-15 09:00,2012,7,15,09:00,,15.5,,11.2,,76,,10,,13,,16.1,,101.2,,,,,,Rain Showers
2012-07-15 10:00,2012,7,15,10:00,,15.6,,11.5,,77,,9,,15,,12.9,,101.25,,,,,,Rain Showers
2012-07-15 11:00,2012,7,15,11:00,,16.3,,11.2,,72,,13,,20,,19.3,,101.28,,,,,,Cloudy
2012-07-15 12:00,2012,7,15,12:00,,17.4,,10.6,,64,,14,,20,,19.3,,101.33,,,,,,Cloudy
2012-07-15 13:00,2012,7,15,13:00,,17.1,,10,,63,,17,,19,,24.1,,101.37,,,,,,Cloudy
2012-07-15 14:00,2012,7,15,14:00,,18.6,,10.1,,58,,13,,17,,24.1,,101.44,,,,,,Mostly Cloudy
2012-07-15 15:00,2012,7,15,15:00,,18.6,,9.6,,56,,11,,28,,24.1,,101.41,,,,,,Mostly Cloudy
2012-07-15 16:00,2012,7,15,16:00,,19.2,,10.5,,57,,11,,24,,24.1,,101.39,,,,,,Mostly Cloudy
2012-07-15 17:00,2012,7,15,17:00,,19.7,,10.1,,54,,13,,20,,24.1,,101.38,,,,,,Mainly Clear
2012-07-15 18:00,2012,7,15,18:00,,18.5,,9.2,,55,,13,,17,,24.1,,101.4,,,,,,Mostly Cloudy
2012-07-15 19:00,2012,7,15,19:00,,18.2,,9.3,,56,,14,,15,,24.1,,101.39,,,,,,Mostly Cloudy
2012-07-15 20:00,2012,7,15,20:00,,17.4,,9.6,,60,,10,,11,,24.1,,101.35,,,,,,Mostly Cloudy
2012-07-15 21:00,2012,7,15,21:00,,16.9,,10.3,,65,,11,,11,,24.1,,101.35,,,,,,Mostly Cloudy
2012-07-15 22:00,2012,7,15,22:00,,16.8,,10.3,,65,,13,,6,,24.1,,101.34,,,,,,Cloudy
2012-07-15 23:00,2012,7,15,23:00,,16.7,,10.3,,66,,19,,7,,24.1,,101.3,,,,,,Cloudy
2012-07-16 00:00,2012,7,16,00:00,,16.3,,10.5,,69,,,,0,,24.1,,101.3,,,,,,Mainly Clear
2012-07-16 01:00,2012,7,16,01:00,,16,,10.6,,70,,17,,6,,24.1,,101.32,,,,,,Cloudy
2012-07-16 02:00,2012,7,16,02:00,,15.9,,10.5,,70,,,,0,,24.1,,101.3,,,,,,Mostly Cloudy
2012-07-16 03:00,2012,7,16,03:00,,15.3,,10.3,,72,,,,0,,24.1,,101.28,,,,,,Mostly Cloudy
2012-07-16 04:00,2012,7,16,04:00,,14.9,,10.3,,74,,9,,4,,24.1,,101.29,,,,,,Mostly Cloudy
2012-07-16 05:00,2012,7,16,05:00,,15.1,,10.2,,73,,,,0,,24.1,,101.28,,,,,,Mostly Cloudy
2012-07-16 06:00,2012,7,16,06:00,,15.8,,10.7,,72,,2,,6,,32.2,,101.29,,,,,,Mostly Cloudy
2012-07-16 07:00,2012,7,16,07:00,,17,,11,,68,,,,0,,32.2,,101.28,,,,,,Mostly Cloudy
2012-07-16 08:00,2012,7,16,08:00,,17.7,,10.9,,64,,25,,6,,32.2,,101.28,,,,,,Mostly Cloudy
2012-07-16 09:00,2012,7,16,09:00,,17.7,,11,,65,,25,,9,,32.2,,101.27,,,,,,Mostly Cloudy
2012-07-16 10:00,2012,7,16,10:00,,18.9,,11,,60,,25,,13,,32.2,,101.22,,,,,,Mostly Cloudy
2012-07-16 11:00,2012,7,16,11:00,,20.4,,11.9,,58,,23,,13,,32.2,,101.15,,,,,,Mainly Clear
2012-07-16 12:00,2012,7,16,12:00,,21.1,,12.1,,56,,26,,15,,48.3,,101.1,,,,,,Mainly Clear
2012-07-16 13:00,2012,7,16,13:00,,20.7,,12.7,,60,,25,,13,,48.3,,101.05,,,,,,Mainly Clear
2012-07-16 14:00,2012,7,16,14:00,,21,,12.5,,58,,24,,15,,48.3,,101,,,,,,Mainly Clear
2012-07-16 15:00,2012,7,16,15:00,,21.1,,12.9,,59,,25,,13,,48.3,,100.91,,,,,,Mainly Clear
2012-07-16 16:00,2012,7,16,16:00,,22.3,,13.6,,58,,22,,13,,48.3,,100.85,,25,,,,Mainly Clear
2012-07-16 17:00,2012,7,16,17:00,,21.8,,13,,57,,22,,11,,48.3,,100.79,,25,,,,Mainly Clear
2012-07-16 18:00,2012,7,16,18:00,,22.1,,13.4,,58,,25,,7,,48.3,,100.74,,25,,,,Mainly Clear
2012-07-16 19:00,2012,7,16,19:00,,22.2,,12.9,,56,,21,,9,,48.3,,100.73,,25,,,,Mainly Clear
2012-07-16 20:00,2012,7,16,20:00,,22,,12.5,,55,,15,,6,,48.3,,100.73,,25,,,,Mainly Clear
2012-07-16 21:00,2012,7,16,21:00,,20.7,,12.9,,61,,12,,13,,32.2,,100.81,,,,,,Mainly Clear
2012-07-16 22:00,2012,7,16,22:00,,19.3,,12.9,,66,,8,,11,,32.2,,100.78,,,,,,Mainly Clear
2012-07-16 23:00,2012,7,16,23:00,,18.6,,12.5,,68,,8,,11,,32.2,,100.79,,,,,,Mainly Clear
2012-07-17 00:00,2012,7,17,00:00,,18.6,,12.7,,69,,12,,11,,48.3,,100.83,,,,,,Mainly Clear
2012-07-17 01:00,2012,7,17,01:00,,17.4,,12.7,,74,,11,,9,,32.2,,100.84,,,,,,Clear
2012-07-17 02:00,2012,7,17,02:00,,16.4,,12.1,,76,,11,,6,,32.2,,100.85,,,,,,Clear
2012-07-17 03:00,2012,7,17,03:00,,16.7,,12.4,,76,,11,,7,,32.2,,100.84,,,,,,Clear
2012-07-17 04:00,2012,7,17,04:00,,16.6,,11.9,,74,,,,0,,32.2,,100.86,,,,,,Mainly Clear
2012-07-17 05:00,2012,7,17,05:00,,16.9,,11.7,,71,,13,,7,,32.2,,100.91,,,,,,Mostly Cloudy
2012-07-17 06:00,2012,7,17,06:00,,16.6,,11.6,,72,,10,,7,,32.2,,100.95,,,,,,Mostly Cloudy
2012-07-17 07:00,2012,7,17,07:00,,17.8,,11.5,,67,,13,,4,,32.2,,100.98,,,,,,Mostly Cloudy
2012-07-17 08:00,2012,7,17,08:00,,19.6,,12.6,,64,,12,,7,,24.1,,101,,,,,,Mostly Cloudy
2012-07-17 09:00,2012,7,17,09:00,,21.2,,13.3,,61,,23,,4,,24.1,,100.96,,,,,,Mostly Cloudy
2012-07-17 10:00,2012,7,17,10:00,,21.5,,13.8,,62,,24,,9,,24.1,,100.97,,25,,,,Mostly Cloudy
2012-07-17 11:00,2012,7,17,11:00,,22.1,,14.6,,62,,25,,13,,24.1,,100.96,,26,,,,Mostly Cloudy
2012-07-17 12:00,2012,7,17,12:00,,23.4,,14.9,,59,,25,,9,,24.1,,100.93,,27,,,,Mostly Cloudy
2012-07-17 13:00,2012,7,17,13:00,,22.5,,14.5,,61,,26,,13,,24.1,,100.91,,26,,,,Mostly Cloudy
2012-07-17 14:00,2012,7,17,14:00,,23.1,,15,,60,,25,,11,,24.1,,100.88,,27,,,,Mostly Cloudy
2012-07-17 15:00,2012,7,17,15:00,,21.7,,14.5,,64,,25,,9,,24.1,,100.87,,25,,,,Mostly Cloudy
2012-07-17 16:00,2012,7,17,16:00,,24.7,,15,,55,,24,,13,,24.1,,100.82,,29,,,,Mostly Cloudy
2012-07-17 17:00,2012,7,17,17:00,,25.5,,13.3,,47,,23,,9,,24.1,,100.79,,28,,,,Mainly Clear
2012-07-17 18:00,2012,7,17,18:00,,25.1,,14.1,,50,,24,,9,,24.1,,100.77,,29,,,,Mainly Clear
2012-07-17 19:00,2012,7,17,19:00,,24.3,,14.2,,53,,21,,7,,24.1,,100.81,,28,,,,Mainly Clear
2012-07-17 20:00,2012,7,17,20:00,,22.7,,13.4,,56,,14,,9,,24.1,,100.88,,26,,,,Mainly Clear
2012-07-17 21:00,2012,7,17,21:00,,20.8,,13.2,,62,,11,,17,,24.1,,100.94,,,,,,Mainly Clear
2012-07-17 22:00,2012,7,17,22:00,,19.7,,12.5,,63,,12,,22,,24.1,,101.05,,,,,,Mostly Cloudy
2012-07-17 23:00,2012,7,17,23:00,,18.9,,12.4,,66,,10,,24,,24.1,,101.1,,,,,,Mostly Cloudy
2012-07-18 00:00,2012,7,18,00:00,,18.3,,12,,67,,11,,20,,24.1,,101.13,,,,,,Mainly Clear
2012-07-18 01:00,2012,7,18,01:00,,17.5,,11.2,,67,,12,,22,,24.1,,101.17,,,,,,Mainly Clear
2012-07-18 02:00,2012,7,18,02:00,,17.1,,11.2,,68,,12,,22,,24.1,,101.18,,,,,,Mainly Clear
2012-07-18 03:00,2012,7,18,03:00,,16.3,,11.3,,72,,12,,19,,24.1,,101.21,,,,,,Mainly Clear
2012-07-18 04:00,2012,7,18,04:00,,15.6,,10.8,,73,,10,,20,,24.1,,101.26,,,,,,Mainly Clear
2012-07-18 05:00,2012,7,18,05:00,,15.3,,10.3,,72,,11,,28,,24.1,,101.34,,,,,,Mainly Clear
2012-07-18 06:00,2012,7,18,06:00,,15.7,,10.3,,70,,12,,22,,24.1,,101.46,,,,,,Cloudy
2012-07-18 07:00,2012,7,18,07:00,,15.9,,10.4,,70,,12,,26,,24.1,,101.52,,,,,,Cloudy
2012-07-18 08:00,2012,7,18,08:00,,15.9,,10.7,,71,,11,,20,,24.1,,101.6,,,,,,Cloudy
2012-07-18 09:00,2012,7,18,09:00,,16.4,,10.9,,70,,11,,13,,24.1,,101.64,,,,,,Cloudy
2012-07-18 10:00,2012,7,18,10:00,,17.1,,10.8,,66,,10,,17,,24.1,,101.63,,,,,,Cloudy
2012-07-18 11:00,2012,7,18,11:00,,17.7,,10.5,,63,,14,,17,,24.1,,101.67,,,,,,Cloudy
2012-07-18 12:00,2012,7,18,12:00,,18.4,,10.9,,62,,9,,15,,24.1,,101.67,,,,,,Cloudy
2012-07-18 13:00,2012,7,18,13:00,,18.9,,11.2,,61,,11,,11,,24.1,,101.63,,,,,,Cloudy
2012-07-18 14:00,2012,7,18,14:00,,20,,11.3,,57,,16,,15,,24.1,,101.61,,,,,,Cloudy
2012-07-18 15:00,2012,7,18,15:00,,21,,11.3,,54,,26,,19,,32.2,,101.59,,,,,,Mainly Clear
2012-07-18 16:00,2012,7,18,16:00,,20.3,,10.8,,54,,22,,15,,32.2,,101.57,,,,,,Mostly Cloudy
2012-07-18 17:00,2012,7,18,17:00,,19.8,,10.8,,56,,23,,11,,32.2,,101.56,,,,,,Mostly Cloudy
2012-07-18 18:00,2012,7,18,18:00,,18.8,,12,,65,,28,,9,,32.2,,101.54,,,,,,Mainly Clear
2012-07-18 19:00,2012,7,18,19:00,,18.1,,11.4,,65,,22,,6,,32.2,,101.54,,,,,,Mainly Clear
2012-07-18 20:00,2012,7,18,20:00,,17.9,,10.5,,62,,14,,6,,32.2,,101.58,,,,,,Mainly Clear
2012-07-18 21:00,2012,7,18,21:00,,17,,10.9,,67,,16,,9,,32.2,,101.65,,,,,,Mainly Clear
2012-07-18 22:00,2012,7,18,22:00,,16.9,,10.6,,66,,13,,9,,32.2,,101.65,,,,,,Mostly Cloudy
2012-07-18 23:00,2012,7,18,23:00,,17,,10.5,,66,,11,,9,,24.1,,101.73,,,,,,Mostly Cloudy
2012-07-19 00:00,2012,7,19,00:00,,16.6,,11.1,,70,,10,,11,,24.1,,101.77,,,,,,Mostly Cloudy
2012-07-19 01:00,2012,7,19,01:00,,16.6,,10.8,,69,,10,,9,,24.1,,101.77,,,,,,Mostly Cloudy
2012-07-19 02:00,2012,7,19,02:00,,16.9,,10.8,,67,,11,,11,,24.1,,101.76,,,,,,Mostly Cloudy
2012-07-19 03:00,2012,7,19,03:00,,17.1,,11,,67,,11,,13,,24.1,,101.76,,,,,,Mostly Cloudy
2012-07-19 04:00,2012,7,19,04:00,,17.2,,10.7,,66,,10,,7,,24.1,,101.75,,,,,,Cloudy
2012-07-19 05:00,2012,7,19,05:00,,17.2,,10.8,,66,,14,,6,,24.1,,101.78,,,,,,Mostly Cloudy
2012-07-19 06:00,2012,7,19,06:00,,17.1,,11.3,,69,,19,,7,,24.1,,101.8,,,,,,Mostly Cloudy
2012-07-19 07:00,2012,7,19,07:00,,17.8,,11.9,,68,,11,,4,,24.1,,101.79,,,,,,Mostly Cloudy
2012-07-19 08:00,2012,7,19,08:00,,20.3,,12.2,,60,,12,,4,,24.1,,101.78,,,,,,Mainly Clear
